Latitude,Longitude,Rented,Price,Link,Google Maps link,Description,Id,Group
20.48164,-103.45948,No,7800,https://www.facebook.com/commerce/listing/1127086061749851,"https://www.google.com/maps/search/?api=1&query=20.48164,-103.45948","3 habitaciones 2 baños - Casa	MX$7.800	Alquiler de propiedades	Publicado hace 3 semanas en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	❗️Se Renta Casa ⁉️	En Alta California 		Cuenta Con….	3 recamaras c/closet	2 Baños Completos 	Sala , ... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Información del vendedor	Detalles del vendedor	(5)	Enviar mensaje",1127086061749851,6151546404957659
20.48164,-103.45948,No,7800,https://www.facebook.com/commerce/listing/381755408057825,"https://www.google.com/maps/search/?api=1&query=20.48164,-103.45948","3 habitaciones 2 baños - Casa	MX$7.800	Alquiler de propiedades	Publicado hace 3 semanas en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	❗️Se Renta Casa ⁉️	En Alta California 		Cuenta Con….	3 recamaras c/closet	2 Baños Completos 	Sala , ... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Información del vendedor	Detalles del vendedor	(5)	Enviar mensaje",381755408057825,6151546404957659
20.48164,-103.45948,No,7800,https://www.facebook.com/commerce/listing/418356424224477,"https://www.google.com/maps/search/?api=1&query=20.48164,-103.45948","3 habitaciones 2 baños - Casa	MX$7.800	Alquiler de propiedades	Publicado hace 2 semanas en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	❗️Se Renta Casa ⁉️	En Alta California 		Cuenta Con….	3 recamaras c/closet	2 Baños Completos 	Sala , ... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Información del vendedor	Detalles del vendedor	(5)	Enviar mensaje",418356424224477,6151546404957659
20.48164,-103.45948,No,7800,https://www.facebook.com/commerce/listing/944028467446135,"https://www.google.com/maps/search/?api=1&query=20.48164,-103.45948","3 habitaciones 2 baños - Casa	MX$7.800	Alquiler de propiedades	Publicado hace 4 semanas en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	❗️Se Renta Casa 💥	En Alta California de 3 recamaras..		Cuenta Con….	3 recamaras c/closet	2 Baños Co... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Enviar mensaje",944028467446135,6151546404957659
20.48164,-103.45948,No,8500,https://www.facebook.com/commerce/listing/1143258306858339,"https://www.google.com/maps/search/?api=1&query=20.48164,-103.45948","3 habitaciones 2 baños - Casa	MX$8.500	Alquiler de propiedades	Publicado hace 2 semanas en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	🏠Se Renta casa en Alta California,coto Nevada, López Mateos Sur☁️🌳		🔥8,500-SIN AVAL🔥  		Planta b... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Información del vendedor	Detalles del vendedor	(5)	Enviar mensaje",1143258306858339,6151546404957659
20.48164,-103.45948,No,8500,https://www.facebook.com/commerce/listing/3596131667314769,"https://www.google.com/maps/search/?api=1&query=20.48164,-103.45948","3 habitaciones 2 baños - Casa	MX$8.500	Alquiler de propiedades	Publicado hace 2 semanas en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	🏠Se Renta casa en Alta California,coto Nevada, López Mateos Sur☁️🌳		🔥8,500-SIN AVAL🔥  		Planta b... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Información del vendedor	Detalles del vendedor	(5)	Enviar mensaje",3596131667314769,6151546404957659
20.48164,-103.45948,No,8500,https://www.facebook.com/commerce/listing/410511268375598,"https://www.google.com/maps/search/?api=1&query=20.48164,-103.45948","3 habitaciones 2 baños - Casa	MX$8.500	Alquiler de propiedades	Publicado hace 3 semanas en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	Se renta casa en Alta California coto Sacramento Tlajomulco de Zuñiga🏡		🔸Planta baja:	🔹Cochera pa... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Información del vendedor	Detalles del vendedor	(5)	Enviar mensaje",410511268375598,6151546404957659
20.48164,-103.45948,No,8500,https://www.facebook.com/commerce/listing/6672380592864017,"https://www.google.com/maps/search/?api=1&query=20.48164,-103.45948","3 habitaciones 2 baños - Casa	MX$8.500	Alquiler de propiedades	Publicado hace 3 semanas en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	Se renta casa en Alta California coto Sacramento Tlajomulco de Zuñiga🏡		🔸Planta baja:	🔹Cochera pa... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Información del vendedor	Detalles del vendedor	(5)	Enviar mensaje",6672380592864017,6151546404957659
20.48164,-103.45948,No,8500,https://www.facebook.com/commerce/listing/847468967220417,"https://www.google.com/maps/search/?api=1&query=20.48164,-103.45948","3 habitaciones 2 baños Casa	MX$8.500	Alquiler de propiedades	Publicado hace 3 días en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	🌳CASA EN RENTA EN ALTA CALIFORNIA	🔥SIN AVAL🔥	Coto Nevada, López Mateos Sur☁🌳		Contactame para má... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Enviar mensaje",847468967220417,cuartosyroomieszmg
20.48164,-103.45948,Yes,9000,https://www.facebook.com/commerce/listing/335931539495949,"https://www.google.com/maps/search/?api=1&query=20.48164,-103.45948","Vendido	  · 3 habitaciones 3 baños - Casa	MX$9.000	Alquiler de propiedades	Publicado hace 2 semanas en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	🏠Se Renta casa en Alta California,, López Mateos Sur☁️🌳		🔥$9000 - SIN AVAL🔥 		Planta baja	🛋️ Sa... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Información del vendedor	Detalles del vendedor	(5)	Iniciar sesión para conocer más detalles",335931539495949,6151546404957659
20.48648481699,-103.48519075235,No,7800,https://www.facebook.com/commerce/listing/409696028480178,"https://www.google.com/maps/search/?api=1&query=20.48648481699,-103.48519075235","3 habitaciones 1 baño - Casa	MX$7.800	Alquiler de propiedades	Publicado hace 2 semanas en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	🏡Se renta casa en Coto  Castilla, Vista Sur Residencial.🏡		🟡DGI Innovación en Bienes y Raíces 🟡	... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Información del vendedor	Detalles del vendedor	(5)	Enviar mensaje",409696028480178,6151546404957659
20.48648481699,-103.48519075235,No,7800,https://www.facebook.com/commerce/listing/417828324190126,"https://www.google.com/maps/search/?api=1&query=20.48648481699,-103.48519075235","3 habitaciones 2 baños - Casa	MX$7.800	Alquiler de propiedades	Publicado hace 6 días en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	https://maps.app.goo.gl/Q7cFGQU1GLUKLrn19?g_st=iwb		🚀🔥Se renta 🏡	Villa california 		🔵3 habitacio... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Información del vendedor	Detalles del vendedor	(5)	Enviar mensaje",417828324190126,6151546404957659
20.48648481699,-103.48519075235,No,7800,https://www.facebook.com/commerce/listing/784762390253667,"https://www.google.com/maps/search/?api=1&query=20.48648481699,-103.48519075235","3 habitaciones 1 baño - Casa	MX$7.800	Alquiler de propiedades	Publicado hace 2 semanas en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	🏡Se renta casa en Coto  Castilla, Vista Sur Residencial.🏡		🟡DGI Innovación en Bienes y Raíces 🟡	... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Información del vendedor	Detalles del vendedor	(5)	Enviar mensaje",784762390253667,6151546404957659
20.48648481699,-103.48519075235,No,7800,https://www.facebook.com/commerce/listing/981552430346062,"https://www.google.com/maps/search/?api=1&query=20.48648481699,-103.48519075235","3 habitaciones 1 baño - Casa	MX$7.800	Alquiler de propiedades	Publicado hace 2 semanas en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	🏡Se renta casa en Coto  Castilla, Vista Sur Residencial.🏡		🟡DGI Innovación en Bienes y Raíces 🟡	... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Información del vendedor	Detalles del vendedor	(5)	Enviar mensaje",981552430346062,6151546404957659
20.486748170852,-103.4093489443,Yes,3000,https://www.facebook.com/commerce/listing/951653693304642,"https://www.google.com/maps/search/?api=1&query=20.486748170852,-103.4093489443","Vendido	  · Departamento en colinas del valle	MX$3.000	Alquiler de propiedades	Publicado hace 4 semanas en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	2 habitaciones 1 baño - Departamento		Calle Orquídea, Fraccionamiento Lomas del Sur, 45650 Tlajomulc... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	1 comentario	Más pertinentes	Giovanni Vela	Me interesa	3 sem	Iniciar sesión para conocer más detalles",951653693304642,926692934070184
20.50265,-103.19817,No,2000,https://www.facebook.com/commerce/listing/450607200772409,"https://www.google.com/maps/search/?api=1&query=20.50265,-103.19817","2 habitaciones 1 baño - Casa	MX$2.000	Alquiler de propiedades	Publicado hace una semana en El Salto, Jal	Guardar	Compartir	Detalles	Se renta casa en calle via tabaquillo #2812 en la col azucena en el salto Jalisco cuenta con dos rec... Ver más	El Salto, Jal	La ubicación es aproximada	Información del vendedor	Detalles del vendedor	(5)	Todas las reacciones:	22	22 comentarios	2 veces compartido	Más pertinentes	Miriam Dominguez	Información	1 sem	Richard Jimenez	Te eh mandado inbox en varias publicaciones, tienes algun teléfono disculpa?	1 sem	Epura Agua	Porque piden demasiadas cosas para rentar?	1 sem	Mayra Mayra	Epura Agua hola porq m ha tocado cada "gente " q no cuida la vivienda q con el depósito no cubre todo los daños q causan como no les cuesta no cuidan yo sin problema entrego el depósito a quien deje la vivienda en buen estado mi intención no es quedar… Ver más	1 sem	Israel Barrera	Mayra Mayra te he estado mandando mensaje por inbox	4 d	Fernanda Ravelo	Yo les envié mensaje y me dejaron en visto	1 sem	Mayra Mayra	Fernanda Ravelo si t conteste pero no lo has visto	4 d	Yaritza Lopez	Mayra Mayra me interesa	2 h	Mari Mari	Fernanda Ravelo x dos ni contestan	2 d	Alfredo Garcia Silva	Ahhh, y favor no mascotas	1 sem	Myry Carranza	Te mando mensaje y no contestas	1 sem	ベラスケス エリザベス	De casualidad cuenta con aljiber o cisterna?	1 sem	Stheefanya Ojeda	Te envíe inbox	6 d	Petter Goji Cervantes	Seríamos Vecinos!!! En frente hay lavandería	6 d	Ade Murguia	para quien quiera amoblar su nuevo hogar, precio de remate	6 d	Ade Murguia	6 d	Ade Murguia	6 d	Ade Murguia	empaquetados nuevos	6 d	Carlos Fraga	Sigue disponible	4 d	Adriana Ramírez	Sigue disponible	22 h	Enviar mensaje",450607200772409,2982751505128088
20.503234863281,-103.39782714844,No,999,https://www.facebook.com/commerce/listing/1564639334313739,"https://www.google.com/maps/search/?api=1&query=20.503234863281,-103.39782714844","Casa. Cerca de gdl	MX$999	  · Disponibles	Viviendas en venta	Publicado en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	Casas desde $500. Mil hasta 10, millones.    Ventas traspasos. Avalúos. Trámites notariales. 	Tlajom... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Todas las reacciones:	2	1 vez compartido	Enviar mensaje",1564639334313739,6151546404957659
20.503438317213,-103.232828387,No,1,https://www.facebook.com/commerce/listing/381175678233032,"https://www.google.com/maps/search/?api=1&query=20.503438317213,-103.232828387","1 habitación 1 baño - Departamento	MX$1	Alquiler de propiedades	Publicado hace 6 días en El Salto, Jal	Guardar	Compartir	Detalles	Terrenos con facilidades de pago 	4,500 de enganche	1975 al mes 	180 meses a pagar	Posesión inmediat... Ver más	El Salto, Jal	La ubicación es aproximada	Información del vendedor	Detalles del vendedor	(7)	Todas las reacciones:	7	12 comentarios	Más pertinentes	Juan Rosas	Inf	6 d	Scarlet Figueroa	Dnd se encuentran	5 d	Cecilia Ornelas	Información	5 d	Cynthia Preciado	Que colonia	5 d	Claudia Sarahi Zapata Rodriguez	Donde se ubican	5 d	Claudita Naisky	Ubicación xfa	5 d	Fernando Luna Carrillo	Información por favor me interesa	5 d	Marcos Castañeda Roque	Que colonia información	4 d	Jorge Cambero	Informes	4 d	Diego Hernandez	Informes	4 d	Elvira Hernandez	En qué parte se encuentran los terrenos me podrías informar por favor cuánto de contado y cuánto de así en facilidades	3 d	Enviar mensaje",381175678233032,101428536996053
20.510323565365,-103.48936465304,No,15000,https://www.facebook.com/commerce/listing/1094711438315379,"https://www.google.com/maps/search/?api=1&query=20.510323565365,-103.48936465304","3 habitaciones 2,5 baños - Casa	MX$15.000	Alquiler de propiedades	Publicado hace 2 semanas en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	*🏠Se Renta casa Nueva  Senderos de Monteverde Cto. Sendero Natural (López Mateos Sur)*🌳		💎DGI INN... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Información del vendedor	Detalles del vendedor	(5)	Enviar mensaje",1094711438315379,6151546404957659
20.51181,-103.48938,No,15000,https://www.facebook.com/commerce/listing/3377696749199782,"https://www.google.com/maps/search/?api=1&query=20.51181,-103.48938","3 habitaciones 2,5 baños - Casa	MX$15.000	Alquiler de propiedades	Publicado hace 2 semanas en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	*🏠Se Renta casa Nueva  Senderos de Monteverde Cto. Sendero Natural (López Mateos Sur)*🌳		💎DGI INN... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Información del vendedor	Detalles del vendedor	(5)	Enviar mensaje",3377696749199782,6151546404957659
20.51181,-103.48938,No,15000,https://www.facebook.com/commerce/listing/397883409768655,"https://www.google.com/maps/search/?api=1&query=20.51181,-103.48938","3 habitaciones 3 baños - Casa	MX$15.000	Alquiler de propiedades	Publicado hace una semana en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	Rento casa en Fracc Senderos de Monteverde 🏡🌳🍀		$15,000 (Mantenimiento incluido)		Diseño y elegan... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Enviar mensaje",397883409768655,6151546404957659
20.51181,-103.48938,No,15000,https://www.facebook.com/commerce/listing/441025535030990,"https://www.google.com/maps/search/?api=1&query=20.51181,-103.48938","3 habitaciones 3 baños Casa	MX$15.000	Alquiler de propiedades	Publicado hace 4 semanas en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	Se Renta casa Nueva  Senderos de Monteverde Cto. Sendero Natural (López Mateos Sur)🌳		💎DGI INNOVAC... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Enviar mensaje",441025535030990,6151546404957659
20.51181,-103.48938,No,15000,https://www.facebook.com/commerce/listing/948117599899840,"https://www.google.com/maps/search/?api=1&query=20.51181,-103.48938","3 habitaciones 3 baños Casa	MX$15.000	Alquiler de propiedades	Publicado hace 3 semanas en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	RENTO CASA EN SENDEROS DE MONTEVERDE COTO NATURAL		$15,000 (MANTENIMIENTO INCLUIDO)		AGENDA TU CITA!... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Enviar mensaje",948117599899840,6151546404957659
20.51181,-103.48938,No,8000,https://www.facebook.com/commerce/listing/770932884986944,"https://www.google.com/maps/search/?api=1&query=20.51181,-103.48938","1 habitación 1 baño Departamento	MX$8.000	Alquiler de propiedades	Publicado hace una semana en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	Excelente Local Comercial Nuevo, en el Fraccionamiento Senderos de Monteverde de Tlajomulco de Zúñig... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Enviar mensaje",770932884986944,6151546404957659
20.515373775456,-103.4881652585,No,15000,https://www.facebook.com/commerce/listing/1146924736332561,"https://www.google.com/maps/search/?api=1&query=20.515373775456,-103.4881652585","3 habitaciones 2,5 baños - Casa	MX$15.000	Alquiler de propiedades	Publicado hace 3 semanas en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	*🏠Se Renta casa Nueva  Senderos de Monteverde Cto. Sendero Natural (López Mateos Sur)*🌳		💎DGI INN... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Información del vendedor	Detalles del vendedor	(5)	Enviar mensaje",1146924736332561,6151546404957659
20.515373775456,-103.4881652585,No,15000,https://www.facebook.com/commerce/listing/1149474869833602,"https://www.google.com/maps/search/?api=1&query=20.515373775456,-103.4881652585","3 habitaciones 2,5 baños - Casa	MX$15.000	Alquiler de propiedades	Publicado hace una semana en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	*🏠Se Renta casa Nueva  Senderos de Monteverde Cto. Sendero Natural (López Mateos Sur)*🌳		💎DGI INN... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Información del vendedor	Detalles del vendedor	(5)	Enviar mensaje",1149474869833602,6151546404957659
20.515373775456,-103.4881652585,No,15000,https://www.facebook.com/commerce/listing/7558651694193829,"https://www.google.com/maps/search/?api=1&query=20.515373775456,-103.4881652585","3 habitaciones 2,5 baños - Casa	MX$15.000	Alquiler de propiedades	Publicado hace 2 semanas en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	*🏠Se Renta casa Nueva  Senderos de Monteverde Cto. Sendero Natural (López Mateos Sur)*🌳		💎DGI INN... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Información del vendedor	Detalles del vendedor	(5)	Enviar mensaje",7558651694193829,6151546404957659
20.515373775456,-103.4881652585,No,15000,https://www.facebook.com/commerce/listing/964141848624204,"https://www.google.com/maps/search/?api=1&query=20.515373775456,-103.4881652585","3 habitaciones 2,5 baños - Casa	MX$15.000	Alquiler de propiedades	Publicado hace una semana en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	*🏠Se Renta casa Nueva  Senderos de Monteverde Cto. Sendero Natural (López Mateos Sur)*🌳		💎DGI INN... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Información del vendedor	Detalles del vendedor	(5)	Enviar mensaje",964141848624204,6151546404957659
20.51874,-103.38459,Yes,1500,https://www.facebook.com/commerce/listing/1486014395683436,"https://www.google.com/maps/search/?api=1&query=20.51874,-103.38459","Vendido	  · 2 habitaciones 1 baño - Departamento	MX$1.500	Alquiler de propiedades	Publicado hace 3 semanas en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	2 habitaciones 1 baño - Departamento		Se renta departamento en lomas del mirador etapa 6 1ra sección... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Todas las reacciones:	1	1	Más pertinentes	Lã Wéraa C-m	Información	1 sem	Iniciar sesión para conocer más detalles",1486014395683436,6151546404957659
20.519714355469,-103.16711425781,No,1,https://www.facebook.com/commerce/listing/355484953539212,"https://www.google.com/maps/search/?api=1&query=20.519714355469,-103.16711425781","Casa	MX$1	  · Disponibles	Publicado en Juanacatlán, Jal	Guardar	Compartir	Detalles	Solo en el salto centro NO AZUCENA, NO LILAS, NO MIRADOR NO FRACC ..		GRACIAS.. 	Juanacatlán, Jal	La ubicación es aproximada	Enviar mensaje",355484953539212,2982751505128088
20.519714355469,-103.17810058594,No,500,https://www.facebook.com/commerce/listing/418937244163741,"https://www.google.com/maps/search/?api=1&query=20.519714355469,-103.17810058594","💥¡¡¡Vamos a la Playa Rincón de Guayabitos últimos paquetes!!!	MX$500	  · Disponibles	Publicado en El Salto, Jal	Guardar	Compartir	Detalles	Estado	Nuevo	💥¡¡¡Vamos a la Playa Rincón de Guayabitos últimos paquetes!!!	💥 Del 29 de mayo al 2 de junio 	🌊  ... Ver más	El Salto, Jal	La ubicación es aproximada	Enviar mensaje",418937244163741,2982751505128088
20.52241,-103.48234,No,21000,https://www.facebook.com/commerce/listing/427677729628734,"https://www.google.com/maps/search/?api=1&query=20.52241,-103.48234","3 habitaciones 2 baños - Casa	MX$21.000	Alquiler de propiedades	Publicado hace 5 semanas en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	🔥Casa en Renta🔥 	Adamar Amueblada Residencial, López Mateos Sur🏡		✨DGI INNOVACIÓN EN BIENES RAÍCE... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Todas las reacciones:	1	Enviar mensaje",427677729628734,6151546404957659
20.52241,-103.48234,No,89000,https://www.facebook.com/commerce/listing/377030815105830,"https://www.google.com/maps/search/?api=1&query=20.52241,-103.48234","1 habitación 3 baños - Casa	MX$89.000	Alquiler de propiedades	Publicado hace 7 semanas en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	♨️Bodegas en RENTA en Parque Industrial Santa Cruz en Tlajomulco		✔️1100 metros cuadrados de terreno... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Enviar mensaje",377030815105830,529603630566325
20.52241,-103.48234,No,9000,https://www.facebook.com/commerce/listing/296645196798148,"https://www.google.com/maps/search/?api=1&query=20.52241,-103.48234","2 habitaciones 1 baño - Casa	MX$9.000	Alquiler de propiedades	Publicado hace una semana en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	🏠Se Renta Casa Adamar Residencial🏠		   💫DGI INNOCAVION EN 	          BIENES RAÍCES💫		🔻Planta ba... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Información del vendedor	Detalles del vendedor	(5)	Enviar mensaje",296645196798148,6151546404957659
20.52241,-103.48234,Yes,9000,https://www.facebook.com/commerce/listing/414894067924676,"https://www.google.com/maps/search/?api=1&query=20.52241,-103.48234","Vendido	  · 2 habitaciones 2 baños - Casa	MX$9.000	Alquiler de propiedades	Publicado hace una semana en Tlajomulco de Zúñiga, Jal	Guardar	Compartir	Detalles	🏠Se Renta Casa Adamar Residencial🏠		   💫DGI INNOCAVION EN 	          BIENES RAÍCES💫		🔻Planta ba... Ver más	Tlajomulco de Zúñiga, Jal	La ubicación es aproximada	Iniciar sesión para conocer más detalles",414894067924676,6151546404957659
20.522803,-103.243545,No,1,https://www.facebook.com/commerce/listing/1864689373952453,"https://www.google.com/maps/search/?api=1&query=20.522803,-103.243545","1 habitación 1 baño - Departamento	MX$1	Alquiler de propiedades	Publicado hace 3 semanas en El Salto, Jal	Guardar	Compartir	Detalles	Terrenos con facilidades de pago	6x40	Enganche de 9.000	Mensualidades 3,950	A  180 meses a pagar 	33... Ver más	El Salto, Jal	La ubicación es aproximada	Información del vendedor	Detalles del vendedor	(7)	Enviar mensaje",1864689373952453,529603630566325
